case_id,incident_time,month,hour,season,sea_area_type,vessel_type,tonnage,leeway_key,incident_lat,incident_lon,elapsed_hours,wind_speed_mps,wind_direction_deg,tidal_current_amplitude_kt,l1_pred_lat,l1_pred_lon,synthetic_found_lat,synthetic_found_lon,delta_lat,delta_lon,l1_error_km,is_synthetic,synthetic_method
L3_SYN_0854,2020-08-20 13:31:00,8,13,여름,외해,어선,4.0,소형어선,35.19139,125.9925,6.59,8.2,261.0,0.9,35.25109,126.10263,35.21936,126.09891,-0.031723,-0.003722,3.537,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0855,2014-07-18 21:15:00,7,21,여름,연안,어선,4.0,소형어선,35.025,126.04722,0.91,4.2,273.0,1.6,35.02564,126.05012,35.02066,126.04787,-0.004975,-0.002253,0.589,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0856,2014-06-15 13:10:00,6,13,여름,연안,여객선,4.0,기타,35.35,126.3,3.27,4.9,256.0,1.6,35.32188,126.26991,35.32267,126.25862,0.000795,-0.011295,1.026,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0857,2013-05-13 09:50:00,5,9,여름,외해,어선,4.0,소형어선,34.86667,125.76667,0.95,3.5,230.0,0.9,34.86611,125.76575,34.86836,125.76786,0.00225,0.002104,0.315,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0858,2014-04-13 20:27:00,4,20,여름,외해,어선,4.0,소형어선,33.65,125.06667,3.66,7.1,225.0,0.9,33.69657,125.12946,33.69278,125.13738,-0.003794,0.007918,0.844,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0859,2019-07-13 03:20:00,7,3,여름,외해,어선,4.0,소형어선,34.46667,125.46667,2.29,4.7,191.0,0.9,34.49601,125.49027,34.49782,125.49201,0.001805,0.001747,0.256,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0860,2024-05-09 08:36:00,5,8,여름,외해,예부선,4.0,기타,34.2725,125.76667,1.07,3.4,219.0,0.9,34.27105,125.76532,34.26399,125.76917,-0.007063,0.003847,0.86,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0861,2015-08-07 01:40:00,8,1,여름,연안,어선,4.0,소형어선,34.84833,126.22833,0.5,3.3,222.0,1.6,34.84919,126.22872,34.85742,126.23144,0.008232,0.002723,0.947,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0862,2013-04-11 10:40:00,4,10,여름,연안,어선,4.0,소형어선,35.30472,126.16861,3.13,11.4,239.0,1.6,35.29673,126.18969,35.29847,126.17576,0.001744,-0.013934,1.277,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0863,2019-04-10 10:40:00,4,10,여름,연안,어선,4.0,소형어선,34.79,126.39111,3.63,6.3,256.0,1.6,34.79345,126.40954,34.79213,126.4038,-0.001318,-0.00575,0.544,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0864,2019-10-19 15:21:00,10,15,여름,연안,여객선,4.0,기타,34.6725,126.16722,3.68,2.7,206.0,1.6,34.70952,126.21216,34.71236,126.20043,0.002842,-0.011735,1.117,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0865,2013-08-01 19:20:00,8,19,여름,외해,어선,4.0,소형어선,33.65,125.05,7.36,12.4,251.0,0.9,33.72967,125.17276,33.73098,125.15642,0.001312,-0.016339,1.517,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0866,2021-06-17 05:00:00,6,5,여름,외해,어선,4.0,소형어선,35.25139,125.78278,0.73,14.8,245.0,0.9,35.26036,125.7946,35.25803,125.79782,-0.002324,0.003224,0.39,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0867,2024-06-06 15:58:00,6,15,여름,연안,어선,4.0,소형어선,35.34861,126.2025,2.12,2.7,233.0,1.6,35.38178,126.24309,35.37872,126.24341,-0.003061,0.000324,0.341,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0868,2022-04-29 14:19:00,4,14,여름,연안,모터보트,4.0,레저보트,34.78917,126.43028,2.74,11.3,197.0,1.6,34.87213,126.49062,34.87114,126.50336,-0.000994,0.012736,1.166,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0869,2022-04-17 19:24:00,4,19,여름,외해,어선,4.0,소형어선,34.25889,125.75528,0.59,6.6,252.0,0.9,34.26627,125.76503,34.271,125.76966,0.004729,0.004628,0.675,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0870,2019-02-19 23:13:00,2,23,겨울,연안,예부선,4.0,기타,34.64528,126.23806,2.39,4.8,314.0,1.6,34.66953,126.28069,34.66045,126.29164,-0.009081,0.010946,1.42,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0871,2021-09-06 14:55:00,9,14,여름,연안,모터보트,4.0,레저보트,35.39333,126.40639,3.75,5.1,227.0,1.6,35.42543,126.43462,35.42077,126.43395,-0.00466,-0.000663,0.521,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0872,2017-04-26 16:51:00,4,16,여름,연안,어선,4.0,소형어선,34.80056,126.35889,3.93,9.8,223.0,1.6,34.78786,126.3241,34.78197,126.33267,-0.005884,0.008569,1.018,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0873,2015-09-28 12:36:00,9,12,여름,연안,모터보트,4.0,레저보트,34.84861,126.38389,1.76,5.4,165.0,1.6,34.83377,126.35132,34.8315,126.35707,-0.002273,0.005756,0.582,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0874,2013-04-04 11:00:00,4,11,여름,연안,어선,4.0,소형어선,34.87444,126.38333,1.33,3.0,227.0,1.6,34.86668,126.37227,34.86399,126.35845,-0.002691,-0.013824,1.294,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0875,2022-07-26 15:05:00,7,15,여름,외해,어선,4.0,소형어선,35.10694,125.89417,4.17,5.8,173.0,0.9,35.15623,125.92825,35.15648,125.91583,0.000249,-0.01242,1.128,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0876,2021-11-28 09:19:00,11,9,겨울,외해,예부선,4.0,기타,34.77611,125.82861,1.88,4.5,329.0,0.9,34.75702,125.81365,34.7567,125.82088,-0.000325,0.007232,0.66,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0877,2020-07-15 16:32:00,7,16,여름,연안,기타,4.0,기타,35.03556,126.10389,4.69,4.2,225.0,1.6,35.00475,126.07261,35.00079,126.06149,-0.003967,-0.011124,1.103,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0878,2013-07-20 10:35:00,7,10,여름,연안,고무보트,4.0,레저보트,35.40278,126.37222,1.57,3.6,244.0,1.6,35.42636,126.40754,35.4351,126.39826,0.008745,-0.009282,1.284,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0879,2015-10-02 21:13:00,10,21,여름,외해,어선,4.0,소형어선,34.38333,125.63333,3.55,5.4,229.0,0.9,34.41369,125.6742,34.41979,125.66289,0.006109,-0.01131,1.238,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0880,2019-04-06 17:40:00,4,17,여름,연안,낚시어선,4.0,소형어선,34.21361,126.26583,1.27,4.3,186.0,1.6,34.19926,126.24583,34.19473,126.2401,-0.004526,-0.005724,0.727,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0881,2019-10-09 03:02:00,10,3,여름,외해,어선,4.0,소형어선,34.21583,125.74778,1.23,5.2,212.0,0.9,34.22094,125.75417,34.2205,125.73966,-0.00044,-0.014505,1.332,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0882,2021-04-06 19:28:00,4,19,여름,연안,어선,4.0,소형어선,34.83806,126.29639,2.15,4.9,172.0,1.6,34.88336,126.33975,34.8828,126.33191,-0.000554,-0.007836,0.717,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0883,2014-10-09 07:43:00,10,7,여름,연안,어선,4.0,소형어선,34.805,126.36361,2.95,1.4,230.0,1.6,34.82002,126.38152,34.81974,126.37009,-0.000286,-0.011426,1.042,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0884,2021-04-21 14:00:00,4,14,여름,연안,어선,4.0,소형어선,34.88222,126.34556,1.05,15.3,215.0,1.6,34.88015,126.33086,34.87023,126.33461,-0.009914,0.00375,1.152,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0885,2021-05-21 07:56:00,5,7,여름,연안,예부선,4.0,기타,34.76333,126.28,1.75,3.2,251.0,1.6,34.75872,126.27834,34.7587,126.27485,-1.6e-05,-0.003487,0.318,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0886,2015-09-06 12:00:00,9,12,여름,연안,어선,4.0,소형어선,34.78889,126.36111,1.52,2.9,215.0,1.6,34.81127,126.385,34.80712,126.37755,-0.004146,-0.007445,0.82,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0887,2024-03-30 15:04:00,3,15,겨울,연안,어선,4.0,소형어선,34.84139,126.05306,4.83,2.1,311.0,1.6,34.87492,126.11011,34.87554,126.12445,0.000617,0.014342,1.308,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0888,2022-07-01 18:00:00,7,18,여름,연안,어선,4.0,소형어선,35.08056,126.125,1.06,4.1,241.0,1.6,35.06314,126.10707,35.06622,126.10651,0.003085,-0.000559,0.346,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0889,2024-08-28 06:49:00,8,6,여름,외해,어선,4.0,소형어선,34.71528,125.47,2.5,4.5,248.0,0.9,34.74661,125.51168,34.74356,125.51065,-0.003059,-0.001031,0.352,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0890,2018-06-09 07:03:00,6,7,여름,연안,고무보트,4.0,레저보트,35.4,126.4,4.17,4.4,228.0,1.6,35.47437,126.48231,35.48364,126.47374,0.009273,-0.00857,1.289,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0891,2024-10-21 15:20:00,10,15,여름,연안,예부선,4.0,기타,34.78778,126.3475,1.3,4.8,216.0,1.6,34.772,126.32993,34.77347,126.32732,0.00147,-0.002607,0.288,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0892,2014-07-07 18:30:00,7,18,여름,외해,유조선,4.0,기타,34.87667,125.43333,5.04,3.9,245.0,0.9,34.85867,125.41309,34.85447,125.40592,-0.004201,-0.00717,0.802,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0893,2022-11-03 15:50:00,11,15,겨울,연안,어선,4.0,소형어선,35.30889,126.04722,1.36,4.6,278.0,1.6,35.32311,126.06915,35.31771,126.0736,-0.005398,0.004448,0.722,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0894,2021-06-13 18:23:00,6,18,여름,외해,화물선,4.0,기타,34.43306,125.94889,2.53,7.1,221.0,0.9,34.43839,125.95649,34.43532,125.94334,-0.003076,-0.013149,1.251,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0895,2019-02-24 02:30:00,2,2,겨울,연안,예부선,4.0,기타,34.68028,126.24111,1.06,3.5,354.0,1.6,34.66776,126.23016,34.66823,126.23165,0.000473,0.001488,0.146,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0896,2016-03-29 13:00:00,3,13,겨울,외해,낚시어선,4.0,소형어선,34.3,125.96667,2.42,6.5,358.0,0.9,34.29997,125.97735,34.30195,125.99454,0.001974,0.017197,1.592,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0897,2021-05-11 01:42:00,5,1,여름,연안,어선,4.0,소형어선,34.90694,126.38167,4.48,10.5,242.0,1.6,34.88791,126.36596,34.87316,126.36892,-0.014746,0.002955,1.659,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0898,2014-06-04 16:15:00,6,16,여름,연안,고무보트,4.0,레저보트,35.43556,126.38056,1.14,2.3,241.0,1.6,35.4458,126.39406,35.44519,126.39415,-0.000611,9.7e-05,0.068,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0899,2012-07-30 22:35:00,7,22,여름,연안,어선,4.0,소형어선,34.5325,126.22528,1.23,5.4,231.0,1.6,34.51921,126.20679,34.5229,126.21165,0.003683,0.00486,0.604,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0900,2012-09-10 17:30:00,9,17,여름,연안,고무보트,4.0,레저보트,35.38833,126.38694,1.66,7.3,234.0,1.6,35.42519,126.43125,35.41055,126.4367,-0.014638,0.00545,1.698,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0901,2022-01-20 18:20:00,1,18,겨울,연안,어선,4.0,소형어선,34.66194,126.00639,3.27,1.7,318.0,1.6,34.6815,126.03886,34.68697,126.06086,0.005475,0.022,2.099,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0902,2022-07-25 05:36:00,7,5,여름,외해,예부선,4.0,기타,34.91028,125.84083,2.62,4.8,243.0,0.9,34.93694,125.87802,34.94135,125.87694,0.004413,-0.001081,0.5,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0903,2022-07-10 11:47:00,7,11,여름,외해,화물선,4.0,기타,34.58278,125.69167,1.7,3.5,240.0,0.9,34.57612,125.68824,34.57574,125.6797,-0.000382,-0.008543,0.782,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0904,2021-11-05 06:34:00,11,6,겨울,연안,여객선,4.0,기타,34.77917,126.36417,1.97,5.7,284.0,1.6,34.76979,126.36398,34.76781,126.36501,-0.001986,0.001032,0.24,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0905,2012-07-16 22:54:00,7,22,여름,연안,어선,4.0,소형어선,34.75,126.3,1.47,13.9,211.0,1.6,34.76516,126.30711,34.76488,126.31414,-0.000277,0.007033,0.642,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0906,2017-03-10 18:15:00,3,18,겨울,연안,예부선,4.0,기타,34.79444,126.30361,1.8,5.8,330.0,1.6,34.77039,126.28631,34.76249,126.29059,-0.007906,0.00428,0.96,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0907,2012-11-30 14:50:00,11,14,겨울,연안,어선,4.0,소형어선,34.90861,126.11278,3.75,4.6,296.0,1.6,34.94791,126.18907,34.9433,126.19803,-0.004614,0.008957,0.963,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0908,2012-10-24 05:30:00,10,5,여름,연안,예부선,4.0,기타,34.36667,126.11667,4.25,9.0,264.0,1.6,34.40528,126.2039,34.40679,126.1986,0.001509,-0.005297,0.513,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0909,2022-02-19 17:17:00,2,17,겨울,연안,어선,4.0,소형어선,34.78083,126.36639,1.76,6.8,306.0,1.6,34.7453,126.3407,34.74536,126.34245,5.6e-05,0.001755,0.16,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0910,2013-04-11 06:41:00,4,6,여름,연안,기타,4.0,기타,34.80056,126.35833,1.01,6.1,266.0,1.6,34.79342,126.35634,34.79276,126.35789,-0.000665,0.001546,0.159,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0911,2017-04-08 16:35:00,4,16,여름,연안,어선,4.0,소형어선,34.36667,126.11806,2.39,5.5,221.0,1.6,34.37016,126.12468,34.36721,126.11717,-0.002947,-0.00751,0.762,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0912,2016-10-31 17:50:00,10,17,여름,연안,어선,4.0,소형어선,34.51778,126.10028,2.41,9.9,237.0,1.6,34.505,126.08487,34.49605,126.07754,-0.008955,-0.007331,1.199,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0913,2022-04-25 22:56:00,4,22,여름,연안,어선,4.0,소형어선,34.77833,126.37889,2.76,8.2,175.0,1.6,34.8435,126.43474,34.84551,126.41994,0.002014,-0.014799,1.368,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0914,2019-07-14 18:08:00,7,18,여름,외해,어선,4.0,소형어선,34.17278,125.67556,0.87,4.2,205.0,0.9,34.17939,125.68118,34.1722,125.68931,-0.007191,0.008127,1.093,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0915,2014-05-13 10:10:00,5,10,여름,외해,어선,4.0,소형어선,34.77611,125.83556,2.24,8.1,226.0,0.9,34.80281,125.86097,34.7927,125.85849,-0.010112,-0.002479,1.145,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0916,2012-01-06 18:37:00,1,18,겨울,연안,어선,4.0,소형어선,34.77222,126.29556,5.19,10.0,323.0,1.6,34.68707,126.27931,34.65429,126.26709,-0.032782,-0.012219,3.806,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0917,2017-06-04 13:00:00,6,13,여름,연안,모터보트,4.0,레저보트,34.8175,126.1675,4.27,13.0,183.0,1.6,34.89887,126.20828,34.90631,126.1919,0.007446,-0.01638,1.706,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0918,2015-03-04 03:00:00,3,3,겨울,외해,어선,4.0,소형어선,34.65889,125.42194,1.3,13.3,302.0,0.9,34.63956,125.42211,34.64448,125.42184,0.004913,-0.000278,0.546,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0919,2020-02-22 03:47:00,2,3,겨울,연안,어선,4.0,소형어선,33.99667,126.13056,2.79,2.2,334.0,1.6,33.95425,126.08796,33.95226,126.09544,-0.001992,0.007476,0.723,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0920,2019-09-16 18:15:00,9,18,여름,외해,어선,4.0,소형어선,33.88333,125.73333,1.3,5.1,206.0,0.9,33.89033,125.73908,33.88474,125.73791,-0.005599,-0.001179,0.631,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0921,2024-08-24 07:09:00,8,7,여름,외해,낚시어선,4.0,소형어선,34.32833,125.90083,2.68,5.4,196.0,0.9,34.36503,125.93706,34.36436,125.91932,-0.000666,-0.01774,1.628,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0922,2021-10-13 10:32:00,10,10,여름,연안,낚시어선,4.0,소형어선,34.88944,126.38306,2.37,1.9,200.0,1.6,34.85714,126.34142,34.86427,126.33556,0.007129,-0.005856,0.954,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0923,2018-08-30 14:35:00,8,14,여름,연안,예부선,4.0,기타,34.78722,126.36056,2.48,3.3,187.0,1.6,34.82831,126.40739,34.82656,126.39537,-0.001755,-0.012021,1.113,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0924,2022-12-10 09:00:00,12,9,겨울,외해,어선,4.0,소형어선,34.62806,125.67306,0.54,3.1,292.0,0.9,34.63224,125.68074,34.62971,125.68656,-0.002525,0.005815,0.601,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0925,2011-03-14 09:15:00,3,9,겨울,연안,기타,4.0,기타,34.91667,126.2,1.34,3.5,317.0,1.6,34.92768,126.21817,34.92702,126.21517,-0.000661,-0.003001,0.283,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0926,2016-05-08 11:49:00,5,11,여름,연안,어선,4.0,소형어선,35.26667,126.2,2.76,13.3,223.0,1.6,35.30047,126.252,35.30525,126.24695,0.004781,-0.005057,0.701,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0927,2017-01-22 15:16:00,1,15,겨울,외해,어선,4.0,소형어선,33.91667,125.3,3.48,5.0,342.0,0.9,33.92317,125.32589,33.92211,125.33652,-0.00106,0.010631,0.986,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0928,2014-08-01 13:22:00,8,13,여름,연안,어선,4.0,소형어선,34.25917,126.14333,5.26,8.4,213.0,1.6,34.22002,126.10164,34.2368,126.06289,0.016779,-0.038756,4.014,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0929,2021-11-27 12:00:00,11,12,겨울,연안,낚시어선,4.0,소형어선,34.03417,126.24806,1.21,3.3,329.0,1.6,34.03877,126.25947,34.03487,126.26713,-0.003896,0.007661,0.827,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0930,2022-08-31 13:10:00,8,13,여름,외해,어선,4.0,소형어선,34.26028,125.59556,3.57,2.5,233.0,0.9,34.29047,125.62974,34.28334,125.61898,-0.007125,-0.010763,1.265,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0931,2020-08-11 11:36:00,8,11,여름,연안,예부선,4.0,기타,35.16194,126.34083,0.5,11.5,184.0,1.6,35.15966,126.33126,35.16398,126.32778,0.004316,-0.003483,0.574,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0932,2022-11-23 23:12:00,11,23,겨울,연안,예부선,4.0,기타,34.7575,126.33444,1.45,1.9,314.0,1.6,34.74586,126.32291,34.74878,126.3302,0.002917,0.007288,0.739,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0933,2019-09-29 05:30:00,9,5,여름,연안,예부선,4.0,기타,34.275,126.24306,2.93,3.8,222.0,1.6,34.2379,126.19358,34.23756,126.19727,-0.000345,0.003686,0.34,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0934,2022-12-08 11:15:00,12,11,겨울,연안,어선,4.0,소형어선,35.17444,126.16667,4.02,6.6,313.0,1.6,35.09424,126.11352,35.09114,126.13348,-0.003097,0.019959,1.843,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0935,2020-08-21 07:56:00,8,7,여름,연안,어선,4.0,소형어선,34.34556,126.14667,1.96,6.4,199.0,1.6,34.32634,126.12039,34.32603,126.10907,-0.000307,-0.011327,1.039,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0936,2018-07-10 05:05:00,7,5,여름,외해,어선,4.0,소형어선,34.9,125.13333,1.88,4.3,273.0,0.9,34.89056,125.12778,34.88596,125.12234,-0.004594,-0.00544,0.711,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0937,2011-11-17 13:06:00,11,13,겨울,연안,어선,4.0,소형어선,35.36639,126.38333,1.62,4.1,347.0,1.6,35.38602,126.41839,35.38306,126.4285,-0.002961,0.010103,0.972,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0938,2022-07-16 16:45:00,7,16,여름,연안,어선,4.0,소형어선,34.84444,126.21611,2.66,5.1,194.0,1.6,34.89022,126.25621,34.89578,126.25026,0.005555,-0.005946,0.821,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0939,2013-01-03 07:30:00,1,7,겨울,연안,어선,4.0,소형어선,34.77194,126.06028,1.01,7.8,308.0,1.6,34.75205,126.04945,34.74825,126.05417,-0.003792,0.004726,0.602,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0940,2019-11-13 07:09:00,11,7,겨울,연안,어선,4.0,소형어선,35.03972,126.20194,1.25,8.7,303.0,1.6,35.03124,126.20637,35.0299,126.21694,-0.001332,0.010575,0.972,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0941,2024-08-09 19:33:00,8,19,여름,연안,어선,4.0,소형어선,34.94417,126.06306,3.32,5.1,232.0,1.6,34.9909,126.11469,34.98648,126.11114,-0.004411,-0.003547,0.586,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0942,2022-11-06 14:41:00,11,14,겨울,연안,어선,4.0,소형어선,34.915,126.3375,1.06,6.5,326.0,1.6,34.89314,126.32075,34.88841,126.32803,-0.004734,0.007279,0.846,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0943,2024-04-20 12:08:00,4,12,여름,연안,화물선,4.0,기타,34.17806,126.13722,1.45,6.2,231.0,1.6,34.17051,126.12615,34.168,126.13121,-0.002503,0.005063,0.542,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0944,2021-01-10 11:51:00,1,11,겨울,외해,화물선,4.0,기타,34.47056,125.53889,1.79,17.9,319.0,0.9,34.44555,125.54333,34.44293,125.54312,-0.002618,-0.000213,0.291,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0945,2017-08-02 14:59:00,8,14,여름,연안,여객선,4.0,기타,34.29556,126.01,1.4,4.3,255.0,1.6,34.28045,125.99564,34.28138,126.00544,0.000928,0.009797,0.904,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0946,2018-10-25 05:06:00,10,5,여름,연안,예부선,4.0,기타,34.75139,126.21778,0.96,6.0,198.0,1.6,34.76318,126.22932,34.76519,126.22338,0.002009,-0.005937,0.586,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0947,2021-01-26 17:49:00,1,17,겨울,연안,여객선,4.0,기타,34.69778,126.24806,5.16,3.1,7.0,1.6,34.65601,126.21415,34.6529,126.22939,-0.003114,0.015238,1.433,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0948,2022-09-08 08:44:00,9,8,여름,연안,예부선,4.0,기타,34.78111,126.34611,1.75,4.7,266.0,1.6,34.75251,126.31979,34.75307,126.31843,0.000561,-0.00136,0.139,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0949,2015-04-28 14:49:00,4,14,여름,연안,어선,4.0,소형어선,34.89167,126.1875,5.3,8.1,248.0,1.6,34.96675,126.32285,34.96161,126.31939,-0.005146,-0.003454,0.652,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0950,2019-02-18 10:27:00,2,10,겨울,연안,예부선,4.0,기타,34.59028,126.28611,2.38,2.8,314.0,1.6,34.55022,126.24475,34.55242,126.24571,0.002201,0.000962,0.26,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0951,2012-04-22 18:30:00,4,18,여름,연안,요트,4.0,레저보트,34.81806,126.25833,0.86,5.7,207.0,1.6,34.82297,126.26547,34.82525,126.26578,0.00228,0.000314,0.255,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
